fecha,y,temperatura,humedad,velocidad_viento,flujo_difuso_general,flujo_difuso
2017-01-01 00:00:00,29197.974683333334,6.196833333333333,75.06666666666666,0.08183333333333333,0.0635,0.09883333333333333
2017-01-01 01:00:00,24657.21519,5.5488333333333335,77.58333333333333,0.082,0.05683333333333334,0.1125
2017-01-01 02:00:00,22083.037973333336,5.054333333333333,78.93333333333334,0.08233333333333333,0.063,0.12916666666666668
2017-01-01 03:00:00,20811.13924,5.004333333333333,77.08333333333333,0.08283333333333333,0.05983333333333333,0.141
2017-01-01 04:00:00,20475.949366666668,5.097666666666666,74.05,0.08233333333333333,0.057999999999999996,0.12283333333333334
2017-01-01 05:00:00,20807.088606666668,4.741666666666666,75.23333333333333,0.081,0.06583333333333334,0.11883333333333333
2017-01-01 06:00:00,21648.607594999998,4.571666666666666,75.75,0.08216666666666667,0.06166666666666667,0.1255
2017-01-01 07:00:00,18540.759495000002,4.453833333333333,73.39999999999999,0.08266666666666667,0.0655,0.1195
2017-01-01 08:00:00,19605.06329,4.655166666666667,73.60000000000001,0.08266666666666667,13.763833333333332,6.308666666666667
2017-01-01 09:00:00,22905.316455000004,4.609166666666667,73.98333333333333,0.08216666666666667,144.79999999999998,25.215
2017-01-01 10:00:00,26685.56962,6.145333333333333,69.635,3.7385,293.26666666666665,31.875
2017-01-01 11:00:00,29288.101265,9.893333333333333,58.03666666666666,2.088166666666667,408.0833333333333,36.34166666666667
2017-01-01 12:00:00,29889.620255,14.846666666666666,57.07833333333334,0.07566666666666666,478.84999999999997,40.20166666666667
2017-01-01 13:00:00,30231.898735,15.68,57.071666666666665,0.07666666666666666,493.93333333333334,41.76166666666666
2017-01-01 14:00:00,29898.734176666665,15.766666666666666,55.63666666666666,0.0765,451.4166666666667,41.483333333333334
2017-01-01 15:00:00,29218.227846666665,15.558333333333332,58.19166666666666,0.07483333333333332,303.5,54.76666666666667
2017-01-01 16:00:00,28730.12658333333,15.471666666666666,58.291666666666664,0.076,217.51666666666668,214.26666666666665
2017-01-01 17:00:00,34423.29113666667,15.146666666666667,59.93333333333334,0.0785,102.635,125.27999999999999
2017-01-01 18:00:00,39619.24050666666,14.013333333333334,65.27333333333333,0.07733333333333332,4.804833333333334,4.874833333333333
2017-01-01 19:00:00,40318.98734166667,11.81,70.20833333333333,0.0775,0.06066666666666667,0.09999999999999999
2017-01-01 20:00:00,40371.64556833333,11.69,70.88333333333334,0.07716666666666666,0.06216666666666667,0.09783333333333333
2017-01-01 21:00:00,38712.91139166666,11.748333333333333,70.82666666666667,0.07533333333333332,0.058499999999999996,0.09633333333333333
2017-01-01 22:00:00,34972.15189666667,12.791666666666666,66.20666666666666,0.07433333333333332,0.06483333333333334,0.11699999999999999
2017-01-01 23:00:00,30072.91139166667,11.711666666666666,72.50666666666666,0.075,0.06783333333333334,0.09966666666666667
2017-01-02 00:00:00,25303.291138333338,10.666666666666666,78.03333333333333,0.07666666666666666,0.06583333333333334,0.14049999999999999
2017-01-02 01:00:00,22512.405061666665,10.703333333333333,78.91666666666667,0.07616666666666666,0.07133333333333333,0.13866666666666666
2017-01-02 02:00:00,20945.822783333333,11.031666666666666,76.75,0.07783333333333332,0.0685,0.14766666666666667
2017-01-02 03:00:00,20097.21518833333,10.568333333333333,79.26666666666667,0.0775,0.069,0.1435
2017-01-02 04:00:00,20066.835441666666,10.253333333333334,81.93333333333334,0.07616666666666666,0.07633333333333332,0.13966666666666666
2017-01-02 05:00:00,20838.481011666667,9.729999999999999,83.55,0.077,0.072,0.149
2017-01-02 06:00:00,23307.341773333334,9.336666666666668,84.64999999999999,0.076,0.0565,0.13799999999999998
2017-01-02 07:00:00,22895.189871666666,9.543333333333335,84.9,0.07733333333333332,0.07583333333333334,0.13583333333333333
2017-01-02 08:00:00,24368.607594999998,8.873333333333333,83.91666666666667,0.08183333333333333,10.453666666666667,6.917000000000001
2017-01-02 09:00:00,24505.316454999996,9.488333333333333,86.11666666666667,0.07983333333333333,128.585,31.36
2017-01-02 10:00:00,26384.810126666667,12.865,74.43666666666667,0.07666666666666666,278.46666666666664,41.51833333333334
2017-01-02 11:00:00,28224.810126666667,15.049999999999999,58.00833333333333,0.07616666666666666,402.55,41.35333333333333
2017-01-02 12:00:00,29581.772151666664,15.168333333333335,58.125,0.076,471.0833333333333,43.23666666666667
2017-01-02 13:00:00,29485.56962,15.306666666666667,59.30833333333334,0.07633333333333332,484.0,44.004999999999995
2017-01-02 14:00:00,28611.645569999997,15.563333333333333,55.98666666666667,0.07566666666666666,444.96666666666664,42.288333333333334
2017-01-02 15:00:00,28971.13924,15.475,57.26333333333333,0.0755,353.01666666666665,64.53333333333333
2017-01-02 16:00:00,29996.962026666664,15.238333333333335,60.76333333333333,0.076,225.5666666666667,225.23333333333335
2017-01-02 17:00:00,37022.784811666665,14.966666666666667,61.64166666666667,0.07733333333333332,86.53333333333335,107.67333333333333
2017-01-02 18:00:00,41747.8481,14.206666666666665,65.69166666666666,0.076,3.621333333333333,3.6778333333333335
2017-01-02 19:00:00,41498.73417833333,13.523333333333333,69.69500000000001,0.0755,0.05733333333333334,0.10083333333333333
2017-01-02 20:00:00,41096.708861666666,13.411666666666667,68.645,0.07516666666666666,0.058666666666666666,0.09766666666666667
2017-01-02 21:00:00,39461.265823333335,13.125,66.96166666666666,0.07533333333333332,0.0575,0.09216666666666667
2017-01-02 22:00:00,35830.886074999995,12.876666666666667,68.675,0.07466666666666666,0.07683333333333334,0.11499999999999999
2017-01-02 23:00:00,30112.405063333335,12.473333333333334,71.71666666666667,0.07483333333333332,0.058666666666666666,0.12283333333333334
2017-01-03 00:00:00,25269.87341666667,11.840000000000002,75.53333333333333,0.07483333333333332,0.075,0.14049999999999999
2017-01-03 01:00:00,22636.962025,12.131666666666668,72.56666666666666,0.0765,0.06033333333333333,0.15133333333333332
2017-01-03 02:00:00,21371.139241666668,11.788333333333334,73.88333333333334,0.07683333333333332,0.06833333333333333,0.1465
2017-01-03 03:00:00,20557.974681666667,12.206666666666665,73.93333333333334,0.07616666666666666,0.07216666666666667,0.1565
2017-01-03 04:00:00,20116.455698333335,11.443333333333333,76.35,0.0795,0.06966666666666667,0.15016666666666667
2017-01-03 05:00:00,21034.936709999998,10.844999999999999,79.78333333333333,0.07816666666666666,0.064,0.15016666666666667
2017-01-03 06:00:00,24105.316454999996,11.096666666666666,77.66666666666667,0.07816666666666666,0.07866666666666666,0.14133333333333334
2017-01-03 07:00:00,24204.55696,9.67,81.46666666666665,0.07866666666666666,0.063,0.15716666666666668
2017-01-03 08:00:00,25145.316456666667,8.571666666666667,84.16666666666667,0.08083333333333333,10.179333333333334,7.0376666666666665
2017-01-03 09:00:00,28354.43037833333,9.218333333333334,85.05,0.08283333333333333,124.61666666666667,36.76166666666666
2017-01-03 10:00:00,31190.886076666666,13.418333333333335,75.48333333333333,0.08083333333333333,281.51666666666665,42.803333333333335
2017-01-03 11:00:00,33065.31645666667,14.903333333333334,66.10666666666667,0.08016666666666666,403.4666666666667,44.68666666666667
2017-01-03 12:00:00,33998.98734166667,15.253333333333332,64.24333333333334,0.07433333333333332,472.8,44.855
2017-01-03 13:00:00,33623.291138333334,15.443333333333333,63.03666666666667,0.07483333333333332,489.25,44.85333333333333
2017-01-03 14:00:00,32410.126581666667,15.421666666666667,64.19,0.074,447.34999999999997,43.79333333333333
2017-01-03 15:00:00,32293.670886666663,15.408333333333333,64.98,0.075,356.0333333333333,79.125
2017-01-03 16:00:00,32090.126581666667,15.19,67.07833333333333,0.075,222.0,230.4333333333333
2017-01-03 17:00:00,37828.86076,14.775,66.21499999999999,0.075,84.52333333333333,105.85666666666667
2017-01-03 18:00:00,42768.607593333334,13.658333333333333,72.76,0.07533333333333332,3.8621666666666665,3.9261666666666666
2017-01-03 19:00:00,42546.83544333334,11.266666666666666,80.03333333333333,0.076,0.0635,0.09816666666666667
2017-01-03 20:00:00,42245.06329,10.1,82.85000000000001,0.07583333333333332,0.07266666666666667,0.09216666666666667
2017-01-03 21:00:00,40194.43038,9.32,83.71666666666667,0.07383333333333332,0.05883333333333333,0.08716666666666667
2017-01-03 22:00:00,35961.51898666666,8.938333333333334,83.86666666666666,0.0735,0.06016666666666667,0.09466666666666666
2017-01-03 23:00:00,30484.050635000003,8.491666666666667,84.60000000000001,0.075,0.05983333333333333,0.09383333333333332
2017-01-04 00:00:00,26271.392406666666,8.523333333333333,82.83333333333333,0.07566666666666666,0.05366666666666667,0.107
2017-01-04 01:00:00,23247.59493833333,8.223333333333334,81.86666666666667,0.07516666666666666,0.0635,0.08850000000000001
2017-01-04 02:00:00,22007.088604999997,7.955000000000001,81.56666666666666,0.076,0.07033333333333333,0.11566666666666665
2017-01-04 03:00:00,21329.620251666667,7.715,80.89999999999999,0.07583333333333332,0.0605,0.11433333333333334
2017-01-04 04:00:00,20240.0,6.592,83.7,0.08600000000000001,0.06333333333333334,0.10266666666666667
2017-01-04 05:00:00,21350.886076666666,5.985833333333333,86.75,0.08516666666666667,0.06766666666666667,0.12116666666666666
2017-01-04 06:00:00,24277.468355,5.491333333333333,87.33333333333333,0.08533333333333333,0.05316666666666667,0.1235
2017-01-04 07:00:00,24287.594936666665,5.435666666666666,87.36666666666667,0.08866666666666667,0.06666666666666667,0.126
2017-01-04 08:00:00,25282.025316666666,4.9695,87.41666666666667,0.08733333333333333,12.006,7.499833333333332
2017-01-04 09:00:00,28268.354430000003,5.240333333333333,86.26666666666667,0.08766666666666667,132.20000000000002,33.419999999999995
2017-01-04 10:00:00,30143.79747,6.7595,82.01666666666667,0.09049999999999998,283.75,39.800000000000004
2017-01-04 11:00:00,32812.15189833333,9.36,77.28333333333333,0.08983333333333332,408.3,39.41166666666667
2017-01-04 12:00:00,34139.746835,12.806666666666667,66.39166666666667,0.08633333333333333,487.56666666666666,37.123333333333335
2017-01-04 13:00:00,33335.696201666666,15.695,59.225,0.08533333333333333,502.01666666666665,39.465
2017-01-04 14:00:00,32525.56962,17.49,53.120000000000005,0.07883333333333332,451.6166666666666,44.443333333333335
2017-01-04 15:00:00,32316.962026666664,17.275,59.46666666666667,0.075,363.1333333333334,99.94666666666667
2017-01-04 16:00:00,31615.189873333333,17.363333333333333,60.99666666666667,0.0765,224.66666666666666,244.73333333333335
2017-01-04 17:00:00,37109.873418333336,16.555,64.88333333333334,0.07416666666666666,81.02833333333334,100.63666666666666
2017-01-04 18:00:00,43216.20253333334,13.700000000000001,74.38333333333334,0.07766666666666666,3.903166666666667,3.9578333333333333
2017-01-04 19:00:00,42815.18987166667,12.93,75.68833333333333,0.0825,0.0725,0.08666666666666667
2017-01-04 20:00:00,42382.78480833333,13.488333333333335,67.88,0.08616666666666667,0.06533333333333334,0.08933333333333333
2017-01-04 21:00:00,40226.83544333334,12.156666666666666,70.89999999999999,0.084,0.059166666666666666,0.105
2017-01-04 22:00:00,36415.18987166667,10.633333333333333,75.60000000000001,0.084,0.07266666666666667,0.10983333333333334
2017-01-04 23:00:00,30938.734178333336,9.883333333333335,77.2,0.08433333333333333,0.06766666666666667,0.126
2017-01-05 00:00:00,25979.746834999998,8.998333333333333,78.98333333333333,0.08566666666666667,0.06183333333333333,0.11866666666666666
2017-01-05 01:00:00,22892.151898333334,8.255,80.13333333333334,0.08566666666666667,0.08066666666666666,0.12
2017-01-05 02:00:00,21503.797468333334,7.793333333333333,80.83333333333333,0.08533333333333333,0.078,0.13333333333333333
2017-01-05 03:00:00,21075.443038333335,7.545000000000001,79.55,0.08283333333333333,0.06966666666666667,0.15083333333333332
2017-01-05 04:00:00,20864.810128333334,7.0328333333333335,78.68333333333334,0.0855,0.07283333333333333,0.126
2017-01-05 05:00:00,21619.240508333332,7.07,76.63333333333334,0.08416666666666667,0.06483333333333334,0.14216666666666666
2017-01-05 06:00:00,23991.898736666666,6.904166666666666,73.95,0.085,0.06583333333333334,0.11583333333333334
2017-01-05 07:00:00,24311.898736666666,6.051333333333333,79.89999999999999,0.08716666666666667,0.06666666666666667,0.131
2017-01-05 08:00:00,25332.65822833333,5.7459999999999996,82.11666666666666,0.08566666666666667,12.5,7.686333333333334
2017-01-05 09:00:00,28410.126583333335,6.192,74.8,0.08383333333333333,136.53333333333333,29.813333333333333
2017-01-05 10:00:00,30741.265823333335,8.238333333333333,65.66,0.08566666666666667,287.43333333333334,38.324999999999996
2017-01-05 11:00:00,32541.772153333335,11.195,61.315,0.085,408.6666666666667,44.965
2017-01-05 12:00:00,33379.240508333336,14.716666666666667,60.07333333333333,0.08416666666666667,478.6666666666667,49.57
2017-01-05 13:00:00,33581.772151666664,16.656666666666666,58.471666666666664,0.08316666666666667,488.8666666666666,56.675000000000004
2017-01-05 14:00:00,32695.696203333337,17.565,56.48499999999999,0.084,445.01666666666665,63.794999999999995
2017-01-05 15:00:00,31992.911389999997,18.218333333333334,53.333333333333336,0.08783333333333332,335.34999999999997,133.53333333333333
2017-01-05 16:00:00,31713.417719999998,17.198333333333334,51.955000000000005,0.077,189.46666666666667,209.98333333333335
2017-01-05 17:00:00,37397.46835333334,16.028333333333332,57.43,0.0765,61.580000000000005,72.49333333333333
2017-01-05 18:00:00,43572.65822666667,14.163333333333334,63.794999999999995,0.08783333333333333,5.065499999999999,5.315333333333333
2017-01-05 19:00:00,43395.44304,12.511666666666665,69.78666666666668,0.07533333333333334,0.06333333333333334,0.1045
2017-01-05 20:00:00,42954.93670833333,11.200000000000001,75.35000000000001,0.079,0.05566666666666667,0.11266666666666668
2017-01-05 21:00:00,40561.01266,11.446666666666665,79.89999999999999,0.08583333333333333,0.05566666666666666,0.11649999999999999
2017-01-05 22:00:00,36883.037975,10.531666666666666,82.11666666666666,0.08600000000000001,0.0605,0.122
2017-01-05 23:00:00,31877.468353333334,9.536666666666667,83.71666666666667,0.08533333333333333,0.05566666666666667,0.146
